sample_id,task_instruction,task_instance,response,split_name
0,You are a smart agent aiming to reach a final goal. Consider your successful decisions from past rounds and the current situation presented in the image. What would be your next move?,"{'context': ""Your Main Goal:  Put a warm slice of bread on the counter.   Step Details: {image#1}Step#1: Turn around and walk to the counter top above the dishwasher, just past the refrigerator.  {image#2}Step#2: Pick up the loaf of bread to the right of the toaster.  {image#3}Step#3: Move over to your right so that you are directly in front of the knife's on the counter.  {image#4}Step#4: Place the bread on the counter to the left of the knife's.  {image#5} Current Step: "", 'images_path': array(['0.jpg', '1.jpg', '2.jpg', '3.jpg', '4.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}","Pick up the knife closest to the fork on the right, located on the counter. ",ALFRED_adv
1,"Given your past actions and the main goal, analyze your current environment. Decide your next step based on this analysis.","{'context': 'Your Main Goal:  put a chilled, cut slice of lettuce in the sink  Step Details: {image#1}Step#1: go to the counter to the left of the sink {image#2}Step#2: pick up the knife {image#3}Step#3: take the knife to the table {image#4} Current Step: ', 'images_path': array(['5.jpg', '6.jpg', '7.jpg', '8.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}",cut the head of lettuce on the table,ALFRED_adv
0,"Based on the provided images, answer the question related to the character order You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}What letter did the person write first on the paper?', 'images_path': array(['video_1238/video_1238_0.jpeg', 'video_1238/video_1238_1.jpeg',
       'video_1238/video_1238_2.jpeg', 'video_1238/video_1238_3.jpeg',
       'video_1238/video_1238_4.jpeg', 'video_1238/video_1238_5.jpeg',
       'video_1238/video_1238_6.jpeg', 'video_1238/video_1238_7.jpeg',
       'video_1238/video_1238_8.jpeg', 'video_1238/video_1238_9.jpeg',
       'video_1238/video_1238_10.jpeg', 'video_1238/video_1238_11.jpeg',
       'video_1238/video_1238_12.jpeg', 'video_1238/video_1238_13.jpeg',
       'video_1238/video_1238_14.jpeg', 'video_1238/video_1238_15.jpeg',
       'video_1238/video_1238_16.jpeg', 'video_1238/video_1238_17.jpeg',
       'video_1238/video_1238_18.jpeg', 'video_1238/video_1238_19.jpeg',
       'video_1238/video_1238_20.jpeg', 'video_1238/video_1238_21.jpeg',
       'video_1238/video_1238_22.jpeg', 'video_1238/video_1238_23.jpeg',
       'video_1238/video_1238_24.jpeg', 'video_1238/video_1238_25.jpeg',
       'video_1238/video_1238_26.jpeg', 'video_1238/video_1238_27.jpeg',
       'video_1238/video_1238_28.jpeg'], dtype=object), 'choice_list': array(['l', 'v', 'e'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",l,CharacterOrder_test
1,"Based on the provided images, answer the question related to the character order You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}What was the order of the letters at the beginning?', 'images_path': array(['video_3157/video_3157_0.jpeg', 'video_3157/video_3157_1.jpeg',
       'video_3157/video_3157_2.jpeg', 'video_3157/video_3157_3.jpeg',
       'video_3157/video_3157_4.jpeg', 'video_3157/video_3157_5.jpeg',
       'video_3157/video_3157_6.jpeg', 'video_3157/video_3157_7.jpeg',
       'video_3157/video_3157_8.jpeg', 'video_3157/video_3157_9.jpeg',
       'video_3157/video_3157_10.jpeg', 'video_3157/video_3157_11.jpeg',
       'video_3157/video_3157_12.jpeg', 'video_3157/video_3157_13.jpeg',
       'video_3157/video_3157_14.jpeg', 'video_3157/video_3157_15.jpeg',
       'video_3157/video_3157_16.jpeg', 'video_3157/video_3157_17.jpeg',
       'video_3157/video_3157_18.jpeg', 'video_3157/video_3157_19.jpeg',
       'video_3157/video_3157_20.jpeg', 'video_3157/video_3157_21.jpeg',
       'video_3157/video_3157_22.jpeg', 'video_3157/video_3157_23.jpeg',
       'video_3157/video_3157_24.jpeg', 'video_3157/video_3157_25.jpeg',
       'video_3157/video_3157_26.jpeg'], dtype=object), 'choice_list': array(['mi', 'xm', 'mx'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",mx,CharacterOrder_test
0,"Based on the provided images, answer the question related to the character order You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}What letter did the person write first on the paper?', 'images_path': array(['video_1238/video_1238_0.jpeg', 'video_1238/video_1238_1.jpeg',
       'video_1238/video_1238_2.jpeg', 'video_1238/video_1238_3.jpeg',
       'video_1238/video_1238_4.jpeg', 'video_1238/video_1238_5.jpeg',
       'video_1238/video_1238_6.jpeg', 'video_1238/video_1238_7.jpeg',
       'video_1238/video_1238_8.jpeg', 'video_1238/video_1238_9.jpeg',
       'video_1238/video_1238_10.jpeg', 'video_1238/video_1238_11.jpeg',
       'video_1238/video_1238_12.jpeg', 'video_1238/video_1238_13.jpeg',
       'video_1238/video_1238_14.jpeg', 'video_1238/video_1238_15.jpeg',
       'video_1238/video_1238_16.jpeg', 'video_1238/video_1238_17.jpeg',
       'video_1238/video_1238_18.jpeg', 'video_1238/video_1238_19.jpeg',
       'video_1238/video_1238_20.jpeg', 'video_1238/video_1238_21.jpeg',
       'video_1238/video_1238_22.jpeg', 'video_1238/video_1238_23.jpeg',
       'video_1238/video_1238_24.jpeg', 'video_1238/video_1238_25.jpeg',
       'video_1238/video_1238_26.jpeg', 'video_1238/video_1238_27.jpeg',
       'video_1238/video_1238_28.jpeg'], dtype=object), 'choice_list': array(['v', 'l', 'e'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",l,CharacterOrder_adv
1,"Based on the provided images, answer the question related to the character order You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}What was the order of the letters at the beginning?', 'images_path': array(['video_3157/video_3157_0.jpeg', 'video_3157/video_3157_1.jpeg',
       'video_3157/video_3157_2.jpeg', 'video_3157/video_3157_3.jpeg',
       'video_3157/video_3157_4.jpeg', 'video_3157/video_3157_5.jpeg',
       'video_3157/video_3157_6.jpeg', 'video_3157/video_3157_7.jpeg',
       'video_3157/video_3157_8.jpeg', 'video_3157/video_3157_9.jpeg',
       'video_3157/video_3157_10.jpeg', 'video_3157/video_3157_11.jpeg',
       'video_3157/video_3157_12.jpeg', 'video_3157/video_3157_13.jpeg',
       'video_3157/video_3157_14.jpeg', 'video_3157/video_3157_15.jpeg',
       'video_3157/video_3157_16.jpeg', 'video_3157/video_3157_17.jpeg',
       'video_3157/video_3157_18.jpeg', 'video_3157/video_3157_19.jpeg',
       'video_3157/video_3157_20.jpeg', 'video_3157/video_3157_21.jpeg',
       'video_3157/video_3157_22.jpeg', 'video_3157/video_3157_23.jpeg',
       'video_3157/video_3157_24.jpeg', 'video_3157/video_3157_25.jpeg',
       'video_3157/video_3157_26.jpeg'], dtype=object), 'choice_list': array(['mx', 'mi', 'xm'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",mx,CharacterOrder_adv
0,Explain the disparities between the first and second image. ,"{'context': '{image#1}{image#2}Difference:', 'images_path': array(['0.jpg', '1.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",the tiny cylinder changed to brown. the tiny object became brown. the small purple rubber cylinder in front of the blue cube turned brown. the small thing turned brown. the purple thing turned brown. the tiny purple thing changed to brown. the small purple matte cylinder to the left of the big metallic sphere turned brown. the small purple matte cylinder in front of the blue metallic block became brown. the small purple matte cylinder in front of the big cube became brown,CLEVR_Change_test
1,Identify the transformations in the second image compared to the first. ,"{'context': '{image#1}{image#2}Difference:', 'images_path': array(['2.jpg', '3.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}",the shiny sphere changed to gray. the yellow metallic sphere changed to gray. the tiny yellow metal sphere that is right of the small purple shiny cylinder turned gray. the small yellow shiny object turned gray. the metallic ball changed to gray. the tiny yellow thing changed to gray. the small yellow metal ball that is in front of the yellow shiny cylinder turned gray. the small yellow metallic sphere that is behind the tiny cylinder became gray. the tiny yellow metal sphere right of the purple metallic cylinder changed to gray,CLEVR_Change_test
0,Explain the disparities between the first and second image. ,"{'context': '{image#1}{image#2}Difference:', 'images_path': array(['0.jpg', '1.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",the tiny cylinder changed to brown. the tiny object became brown. the small purple rubber cylinder in front of the blue cube turned brown. the small thing turned brown. the purple thing turned brown. the tiny purple thing changed to brown. the small purple matte cylinder to the left of the big metallic sphere turned brown. the small purple matte cylinder in front of the blue metallic block became brown. the small purple matte cylinder in front of the big cube became brown,CLEVR_Change_adv
1,Identify the transformations in the second image compared to the first. ,"{'context': '{image#1}{image#2}Difference:', 'images_path': array(['2.jpg', '3.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}",the shiny sphere changed to gray. the yellow metallic sphere changed to gray. the tiny yellow metal sphere that is right of the small purple shiny cylinder turned gray. the small yellow shiny object turned gray. the metallic ball changed to gray. the tiny yellow thing changed to gray. the small yellow metal ball that is in front of the yellow shiny cylinder turned gray. the small yellow metallic sphere that is behind the tiny cylinder became gray. the tiny yellow metal sphere right of the purple metallic cylinder changed to gray,CLEVR_Change_adv
0,Scrutinize the visuals and respond to the related question about counterfactual inference. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Which of the following will happen if the cylinder is removed?', 'images_path': array(['video_11363/video_11363_0.jpeg', 'video_11363/video_11363_1.jpeg',
       'video_11363/video_11363_2.jpeg', 'video_11363/video_11363_3.jpeg',
       'video_11363/video_11363_4.jpeg'], dtype=object), 'choice_list': array(['The cyan rubber object and the blue cube collide',
       'The brown cube collides with the metal cube',
       'The cyan rubber object and the metal cube collide',
       'The cyan rubber cube collides with the sphere'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",The cyan rubber cube collides with the sphere,CounterfactualInference_test
1,Inspect the given graphics and answer the relevant query about counterfactual inference. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Which event will happen if the sphere is removed?', 'images_path': array(['video_13122/video_13122_0.jpeg', 'video_13122/video_13122_1.jpeg',
       'video_13122/video_13122_2.jpeg', 'video_13122/video_13122_3.jpeg',
       'video_13122/video_13122_4.jpeg'], dtype=object), 'choice_list': array(['The yellow object and the brown cylinder collide',
       'The brown cylinder and the cube collide',
       'The yellow cylinder collides with the cube'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",The yellow object and the brown cylinder collide,CounterfactualInference_test
0,Scrutinize the visuals and respond to the related question about counterfactual inference. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Which of the following will happen if the cylinder is removed?', 'images_path': array(['video_11363/video_11363_0.jpeg', 'video_11363/video_11363_1.jpeg',
       'video_11363/video_11363_2.jpeg', 'video_11363/video_11363_3.jpeg',
       'video_11363/video_11363_4.jpeg'], dtype=object), 'choice_list': array(['The cyan rubber cube collides with the sphere',
       'The brown cube collides with the metal cube',
       'The cyan rubber object and the blue cube collide',
       'The cyan rubber object and the metal cube collide'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",The cyan rubber cube collides with the sphere,CounterfactualInference_adv
1,Inspect the given graphics and answer the relevant query about counterfactual inference. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Which event will happen if the sphere is removed?', 'images_path': array(['video_13122/video_13122_0.jpeg', 'video_13122/video_13122_1.jpeg',
       'video_13122/video_13122_2.jpeg', 'video_13122/video_13122_3.jpeg',
       'video_13122/video_13122_4.jpeg'], dtype=object), 'choice_list': array(['The yellow cylinder collides with the cube',
       'The brown cylinder and the cube collide',
       'The yellow object and the brown cylinder collide'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",The yellow object and the brown cylinder collide,CounterfactualInference_adv
0,"I will give you some pictures, and each group of pictures will correspond to a question. Please answer it briefly. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}Question: what is the title for the name robert kauk ?', 'images_path': array(['0.jpg', '1.jpg'], dtype=object), 'choice_list': array([""VICE PRESIDENT, BRUSH BEET GROWERS ASS'N"",
       ""TREASURER, BRUSH BEET GROWERS ASS'N"",
       ""PRESIDENT, BRUSH BEET GROWERS ASS'N"",
       ""SECRETARY, BRUSH BEET GROWERS ASS'N""], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}","PRESIDENT, BRUSH BEET GROWERS ASS'N",DocVQA_test
1,"I will give you some pictures, and each group of pictures will correspond to a question. Please answer it briefly. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Question: How much Total Income ?', 'images_path': array(['2.jpg', '3.jpg', '4.jpg', '5.jpg', '6.jpg'], dtype=object), 'choice_list': array(['$12,000 to $15,000', '$11,000 to $14,000', '$10,000 to $13,000',
       '$13,000 to $16,000'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}","$12,000 to $15,000",DocVQA_test
0,"I will give you some pictures, and each group of pictures will correspond to a question. Please answer it briefly. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}Question: what is the title for the name robert kauk ?', 'images_path': array(['0.jpg', '1.jpg'], dtype=object), 'choice_list': array([""TREASURER, BRUSH BEET GROWERS ASS'N"",
       ""PRESIDENT, BRUSH BEET GROWERS ASS'N"",
       ""SECRETARY, BRUSH BEET GROWERS ASS'N"",
       ""VICE PRESIDENT, BRUSH BEET GROWERS ASS'N""], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}","PRESIDENT, BRUSH BEET GROWERS ASS'N",DocVQA_adv
1,"I will give you some pictures, and each group of pictures will correspond to a question. Please answer it briefly. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Question: How much Total Income ?', 'images_path': array(['2.jpg', '3.jpg', '4.jpg', '5.jpg', '6.jpg'], dtype=object), 'choice_list': array(['$11,000 to $14,000', '$13,000 to $16,000', '$10,000 to $13,000',
       '$12,000 to $15,000'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}","$12,000 to $15,000",DocVQA_adv
0,"Scrutinize the supplied visuals and instructions, predict the following step. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}{image#30}{image#31}{image#32}{image#33}{image#34}{image#35}{image#36}{image#37}{image#38}{image#39}{image#40}{image#41}{image#42}{image#43}{image#44}{image#45}{image#46}{image#47}{image#48}{image#49}{image#50}{image#51}{image#52}This is a navigation video of an agent following instruction: ""Go up the stairs. Take a left at the top of the stairs. Go into the bedroom on the left. Stop in the doorway."" What is the next action it should take?', 'images_path': array(['left/4504_frame52/4504_frame52_0.jpg',
       'left/4504_frame52/4504_frame52_1.jpg',
       'left/4504_frame52/4504_frame52_2.jpg',
       'left/4504_frame52/4504_frame52_3.jpg',
       'left/4504_frame52/4504_frame52_4.jpg',
       'left/4504_frame52/4504_frame52_5.jpg',
       'left/4504_frame52/4504_frame52_6.jpg',
       'left/4504_frame52/4504_frame52_7.jpg',
       'left/4504_frame52/4504_frame52_8.jpg',
       'left/4504_frame52/4504_frame52_9.jpg',
       'left/4504_frame52/4504_frame52_10.jpg',
       'left/4504_frame52/4504_frame52_11.jpg',
       'left/4504_frame52/4504_frame52_12.jpg',
       'left/4504_frame52/4504_frame52_13.jpg',
       'left/4504_frame52/4504_frame52_14.jpg',
       'left/4504_frame52/4504_frame52_15.jpg',
       'left/4504_frame52/4504_frame52_16.jpg',
       'left/4504_frame52/4504_frame52_17.jpg',
       'left/4504_frame52/4504_frame52_18.jpg',
       'left/4504_frame52/4504_frame52_19.jpg',
       'left/4504_frame52/4504_frame52_20.jpg',
       'left/4504_frame52/4504_frame52_21.jpg',
       'left/4504_frame52/4504_frame52_22.jpg',
       'left/4504_frame52/4504_frame52_23.jpg',
       'left/4504_frame52/4504_frame52_24.jpg',
       'left/4504_frame52/4504_frame52_25.jpg',
       'left/4504_frame52/4504_frame52_26.jpg',
       'left/4504_frame52/4504_frame52_27.jpg',
       'left/4504_frame52/4504_frame52_28.jpg',
       'left/4504_frame52/4504_frame52_29.jpg',
       'left/4504_frame52/4504_frame52_30.jpg',
       'left/4504_frame52/4504_frame52_31.jpg',
       'left/4504_frame52/4504_frame52_32.jpg',
       'left/4504_frame52/4504_frame52_33.jpg',
       'left/4504_frame52/4504_frame52_34.jpg',
       'left/4504_frame52/4504_frame52_35.jpg',
       'left/4504_frame52/4504_frame52_36.jpg',
       'left/4504_frame52/4504_frame52_37.jpg',
       'left/4504_frame52/4504_frame52_38.jpg',
       'left/4504_frame52/4504_frame52_39.jpg',
       'left/4504_frame52/4504_frame52_40.jpg',
       'left/4504_frame52/4504_frame52_41.jpg',
       'left/4504_frame52/4504_frame52_42.jpg',
       'left/4504_frame52/4504_frame52_43.jpg',
       'left/4504_frame52/4504_frame52_44.jpg',
       'left/4504_frame52/4504_frame52_45.jpg',
       'left/4504_frame52/4504_frame52_46.jpg',
       'left/4504_frame52/4504_frame52_47.jpg',
       'left/4504_frame52/4504_frame52_48.jpg',
       'left/4504_frame52/4504_frame52_49.jpg',
       'left/4504_frame52/4504_frame52_50.jpg',
       'left/4504_frame52/4504_frame52_51.jpg'], dtype=object), 'choice_list': array(['Turn right and move forward', 'Turn left and move forward',
       'Move forward', 'Stop'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",Turn left and move forward,EgocentricNavigation_test
1,"Examine the given pictures and instructions, then decide on the next action. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}{image#30}{image#31}{image#32}{image#33}{image#34}{image#35}{image#36}{image#37}{image#38}{image#39}{image#40}{image#41}{image#42}{image#43}{image#44}{image#45}{image#46}{image#47}{image#48}{image#49}{image#50}{image#51}{image#52}{image#53}{image#54}{image#55}{image#56}{image#57}{image#58}{image#59}{image#60}{image#61}{image#62}{image#63}{image#64}{image#65}{image#66}{image#67}{image#68}{image#69}{image#70}{image#71}{image#72}{image#73}This is a navigation video of an agent following instruction: ""Go left through the door."" What is the next action it should take?', 'images_path': array(['left/2763_frame73/2763_frame73_0.jpg',
       'left/2763_frame73/2763_frame73_1.jpg',
       'left/2763_frame73/2763_frame73_2.jpg',
       'left/2763_frame73/2763_frame73_3.jpg',
       'left/2763_frame73/2763_frame73_4.jpg',
       'left/2763_frame73/2763_frame73_5.jpg',
       'left/2763_frame73/2763_frame73_6.jpg',
       'left/2763_frame73/2763_frame73_7.jpg',
       'left/2763_frame73/2763_frame73_8.jpg',
       'left/2763_frame73/2763_frame73_9.jpg',
       'left/2763_frame73/2763_frame73_10.jpg',
       'left/2763_frame73/2763_frame73_11.jpg',
       'left/2763_frame73/2763_frame73_12.jpg',
       'left/2763_frame73/2763_frame73_13.jpg',
       'left/2763_frame73/2763_frame73_14.jpg',
       'left/2763_frame73/2763_frame73_15.jpg',
       'left/2763_frame73/2763_frame73_16.jpg',
       'left/2763_frame73/2763_frame73_17.jpg',
       'left/2763_frame73/2763_frame73_18.jpg',
       'left/2763_frame73/2763_frame73_19.jpg',
       'left/2763_frame73/2763_frame73_20.jpg',
       'left/2763_frame73/2763_frame73_21.jpg',
       'left/2763_frame73/2763_frame73_22.jpg',
       'left/2763_frame73/2763_frame73_23.jpg',
       'left/2763_frame73/2763_frame73_24.jpg',
       'left/2763_frame73/2763_frame73_25.jpg',
       'left/2763_frame73/2763_frame73_26.jpg',
       'left/2763_frame73/2763_frame73_27.jpg',
       'left/2763_frame73/2763_frame73_28.jpg',
       'left/2763_frame73/2763_frame73_29.jpg',
       'left/2763_frame73/2763_frame73_30.jpg',
       'left/2763_frame73/2763_frame73_31.jpg',
       'left/2763_frame73/2763_frame73_32.jpg',
       'left/2763_frame73/2763_frame73_33.jpg',
       'left/2763_frame73/2763_frame73_34.jpg',
       'left/2763_frame73/2763_frame73_35.jpg',
       'left/2763_frame73/2763_frame73_36.jpg',
       'left/2763_frame73/2763_frame73_37.jpg',
       'left/2763_frame73/2763_frame73_38.jpg',
       'left/2763_frame73/2763_frame73_39.jpg',
       'left/2763_frame73/2763_frame73_40.jpg',
       'left/2763_frame73/2763_frame73_41.jpg',
       'left/2763_frame73/2763_frame73_42.jpg',
       'left/2763_frame73/2763_frame73_43.jpg',
       'left/2763_frame73/2763_frame73_44.jpg',
       'left/2763_frame73/2763_frame73_45.jpg',
       'left/2763_frame73/2763_frame73_46.jpg',
       'left/2763_frame73/2763_frame73_47.jpg',
       'left/2763_frame73/2763_frame73_48.jpg',
       'left/2763_frame73/2763_frame73_49.jpg',
       'left/2763_frame73/2763_frame73_50.jpg',
       'left/2763_frame73/2763_frame73_51.jpg',
       'left/2763_frame73/2763_frame73_52.jpg',
       'left/2763_frame73/2763_frame73_53.jpg',
       'left/2763_frame73/2763_frame73_54.jpg',
       'left/2763_frame73/2763_frame73_55.jpg',
       'left/2763_frame73/2763_frame73_56.jpg',
       'left/2763_frame73/2763_frame73_57.jpg',
       'left/2763_frame73/2763_frame73_58.jpg',
       'left/2763_frame73/2763_frame73_59.jpg',
       'left/2763_frame73/2763_frame73_60.jpg',
       'left/2763_frame73/2763_frame73_61.jpg',
       'left/2763_frame73/2763_frame73_62.jpg',
       'left/2763_frame73/2763_frame73_63.jpg',
       'left/2763_frame73/2763_frame73_64.jpg',
       'left/2763_frame73/2763_frame73_65.jpg',
       'left/2763_frame73/2763_frame73_66.jpg',
       'left/2763_frame73/2763_frame73_67.jpg',
       'left/2763_frame73/2763_frame73_68.jpg',
       'left/2763_frame73/2763_frame73_69.jpg',
       'left/2763_frame73/2763_frame73_70.jpg',
       'left/2763_frame73/2763_frame73_71.jpg',
       'left/2763_frame73/2763_frame73_72.jpg'], dtype=object), 'choice_list': array(['Turn left and move forward', 'Move forward', 'Stop',
       'Turn right and move forward'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",Turn left and move forward,EgocentricNavigation_test
0,"Scrutinize the supplied visuals and instructions, predict the following step. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}{image#30}{image#31}{image#32}{image#33}{image#34}{image#35}{image#36}{image#37}{image#38}{image#39}{image#40}{image#41}{image#42}{image#43}{image#44}{image#45}{image#46}{image#47}{image#48}{image#49}{image#50}{image#51}{image#52}This is a navigation video of an agent following instruction: ""Go up the stairs. Take a left at the top of the stairs. Go into the bedroom on the left. Stop in the doorway."" What is the next action it should take?', 'images_path': array(['left/4504_frame52/4504_frame52_0.jpg',
       'left/4504_frame52/4504_frame52_1.jpg',
       'left/4504_frame52/4504_frame52_2.jpg',
       'left/4504_frame52/4504_frame52_3.jpg',
       'left/4504_frame52/4504_frame52_4.jpg',
       'left/4504_frame52/4504_frame52_5.jpg',
       'left/4504_frame52/4504_frame52_6.jpg',
       'left/4504_frame52/4504_frame52_7.jpg',
       'left/4504_frame52/4504_frame52_8.jpg',
       'left/4504_frame52/4504_frame52_9.jpg',
       'left/4504_frame52/4504_frame52_10.jpg',
       'left/4504_frame52/4504_frame52_11.jpg',
       'left/4504_frame52/4504_frame52_12.jpg',
       'left/4504_frame52/4504_frame52_13.jpg',
       'left/4504_frame52/4504_frame52_14.jpg',
       'left/4504_frame52/4504_frame52_15.jpg',
       'left/4504_frame52/4504_frame52_16.jpg',
       'left/4504_frame52/4504_frame52_17.jpg',
       'left/4504_frame52/4504_frame52_18.jpg',
       'left/4504_frame52/4504_frame52_19.jpg',
       'left/4504_frame52/4504_frame52_20.jpg',
       'left/4504_frame52/4504_frame52_21.jpg',
       'left/4504_frame52/4504_frame52_22.jpg',
       'left/4504_frame52/4504_frame52_23.jpg',
       'left/4504_frame52/4504_frame52_24.jpg',
       'left/4504_frame52/4504_frame52_25.jpg',
       'left/4504_frame52/4504_frame52_26.jpg',
       'left/4504_frame52/4504_frame52_27.jpg',
       'left/4504_frame52/4504_frame52_28.jpg',
       'left/4504_frame52/4504_frame52_29.jpg',
       'left/4504_frame52/4504_frame52_30.jpg',
       'left/4504_frame52/4504_frame52_31.jpg',
       'left/4504_frame52/4504_frame52_32.jpg',
       'left/4504_frame52/4504_frame52_33.jpg',
       'left/4504_frame52/4504_frame52_34.jpg',
       'left/4504_frame52/4504_frame52_35.jpg',
       'left/4504_frame52/4504_frame52_36.jpg',
       'left/4504_frame52/4504_frame52_37.jpg',
       'left/4504_frame52/4504_frame52_38.jpg',
       'left/4504_frame52/4504_frame52_39.jpg',
       'left/4504_frame52/4504_frame52_40.jpg',
       'left/4504_frame52/4504_frame52_41.jpg',
       'left/4504_frame52/4504_frame52_42.jpg',
       'left/4504_frame52/4504_frame52_43.jpg',
       'left/4504_frame52/4504_frame52_44.jpg',
       'left/4504_frame52/4504_frame52_45.jpg',
       'left/4504_frame52/4504_frame52_46.jpg',
       'left/4504_frame52/4504_frame52_47.jpg',
       'left/4504_frame52/4504_frame52_48.jpg',
       'left/4504_frame52/4504_frame52_49.jpg',
       'left/4504_frame52/4504_frame52_50.jpg',
       'left/4504_frame52/4504_frame52_51.jpg'], dtype=object), 'choice_list': array(['Move forward', 'Stop', 'Turn left and move forward',
       'Turn right and move forward'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",Turn left and move forward,EgocentricNavigation_adv
